comment_id,video_id,text,label
Ugx8-FcOk99xFFLryc14AaABAg,YiUCjL21zHA,cant believe dharma fucked up siddharth randheria,not_gujlish
Ugw3jLK00OEne4ZMDEN4AaABAg,YiUCjL21zHA,na jovay,negative
Ugy9p-VxKd7tQcrfqat4AaABAg,YiUCjL21zHA,chal jivi laiye ni sasti copy 😂😂,negative
UgwZvJ4wjFQ-sxhJvlR4AaABAg,YiUCjL21zHA,આમાં નવું શું છે? Gujjubhai jevi sureshot formula hova chhata SR ne serious role aapo chho. Gujaratio mate comedy thi upar kai nathi.,not_gujlish
Ugxz-bY2vT-EmbT5Ms54AaABAg,YiUCjL21zHA,Big bollywood sponcer in our gujju film. I proud of Siddharth sir 🎉,not_gujlish
UgySgeik87FWsM111ht4AaABAg,YiUCjL21zHA,pujara movie debute🤣🤣🤣,not_gujlish
UgyCZ0Q25Y9ciLoDmVd4AaABAg,YiUCjL21zHA,"Way to go, Deep and Jaymin. Congratulations to the both of you, and the entire team. Waiting for the film now.",not_gujlish
Ugxkst9Wi2RJeeMkz1x4AaABAg,YiUCjL21zHA,⁠a perfect father’s day film ❤,not_gujlish
UgxU05iP6vSbJZ00Ttl4AaABAg,YiUCjL21zHA,👍🏻,not_gujlish
Ugza4Ch0uxpo1mCuIxZ4AaABAg,YiUCjL21zHA,"Absolutely jordaar.!!

Bau loko na emotions upar lavshe :-D",positive
Ugy-hlvRT4KkD0Cck5R4AaABAg,YiUCjL21zHA,A kon sa language hai bhai bc hindi me dalo na warna mat dalo bc,not_gujlish
UgxYQbfj7YGAOj79ual4AaABAg,YiUCjL21zHA,Because of Apoorva Mehta.,not_gujlish
UgxEjcgtfxQTp7By37t4AaABAg,YiUCjL21zHA,Siddharth sir+aarti mam❤,not_gujlish
Ugzv9Hxaak7DecDhFy54AaABAg,YiUCjL21zHA,Best movie for father's day 🎉❤❤,not_gujlish
UgzYQXQtgR76O1Q74DF4AaABAg,YiUCjL21zHA,Siddhaarth sir ❤❤,not_gujlish
UgxeiOH6yMcK3wX2MFJ4AaABAg,YiUCjL21zHA,Amazing one perfect release date on father's day,not_gujlish
UgzivObgBld483P7dc14AaABAg,YiUCjL21zHA,Jordar ❤️❤️❤️❤️👏👏👏👏👏👏,positive
UgzUiwdZPWh6cVWI5dl4AaABAg,YiUCjL21zHA,Made me a little emotional remembering what the small things i did for my Father... Very Good trailer & really looking forward to seeing the film in theatre....  Congrats Deep & Jaymin...,not_gujlish
Ugy3HRmVPcVjkiadS7Z4AaABAg,YiUCjL21zHA,dharma x gujarati cinema x siddharth sir absolute cinema!!!,not_gujlish
UgwiglwY_vfoHQU6Rbh4AaABAg,YiUCjL21zHA,First comment 😂😂😂😂😂😂😂,not_gujlish
UgwaJavsrvOqYatLLuF4AaABAg,dqW9M64ueUQ,Sehj pan maja nathi film ma. Bahu boring ane slow che,negative
Ugy9IDifBBdCQO-ydKV4AaABAg,dqW9M64ueUQ,Very genuine rewiew,not_gujlish
UgxpsQe-Tv4nv8URHDJ4AaABAg,dqW9M64ueUQ,"Sonuds nathi barbar, eco thai che",negative
UgyIL16NSawMm3Y6jcN4AaABAg,dqW9M64ueUQ,boring reviw taro vipul,negative
UgzxXUSlw-4wnx_hLrJ4AaABAg,rYgP8WsFrAk,Good 👍,not_gujlish
Ugz9uuRu_mLMaudur2N4AaABAg,rYgP8WsFrAk,Jordar bhai 😮,positive
Ugy0u_EZHnPiCuB178R4AaABAg,rYgP8WsFrAk,❤❤❤,not_gujlish
Ugw9F4hImpTLNr8U-3V4AaABAg,rYgP8WsFrAk,😍👉🏻 jordar bhai,positive
Ugxr-QM841Zr0RJEs7R4AaABAg,rYgP8WsFrAk,❤,not_gujlish
UgzPt5HytYUuiLqcdfp4AaABAg,rYgP8WsFrAk,Very good review,not_gujlish
UgwqVON5FXJbyBL6POJ4AaABAg,QzAdQlBBosE,❤ Vikram Bhai thakor movie review karo,neutral
UgxI0woJpCWAwH0ffyh4AaABAg,QzAdQlBBosE,🤣🤣🤣🤣,not_gujlish
Ugx7XO1POD4lTU8psiJ4AaABAg,QzAdQlBBosE,😅😅😅😅😅😅,not_gujlish
UgwjxBXnbELMhhag62V4AaABAg,QzAdQlBBosE,"How they write a film😂.. Jo bhai gadi udshe ne dhadam karti padshe. Ane hero aaveshe.. Badha udi jashe..
Badha WOOOOOOOWWW..",negative
UgygcFaL53bKFcEM8xJ4AaABAg,QzAdQlBBosE,State of rama dhani,not_gujlish
Ugze0LZh9BiacFg1yBJ4AaABAg,QzAdQlBBosE,Swimwear not good if show more w it will be  black buster,not_gujlish
UgyCvDBcqXjHmxQZbDd4AaABAg,QzAdQlBBosE,😂😂😂😂😂😂 shaatir che badhaj,not_gujlish
UgzFRokJQkwUPpykyEt4AaABAg,_1amtHQegCA,Saras film che maja aavi 👌👌👌👌👌,positive
UgxK5-Lkpkdwv_6LOxV4AaABAg,_1amtHQegCA,*Siddharth Randeria ni koi film flop nthi 😊*,positive
UgzPiSKjmYz8RGTaxgJ4AaABAg,_1amtHQegCA,Bakvas movie che yaar,negative
UgykI6WYRcjGJob_WoJ4AaABAg,_1amtHQegCA,Bhai khota review apvana bandh karo yaar industry maff nahi Kare tamne yaar plz,negative
UgwWLQuN4nz1RepNLv94AaABAg,_1amtHQegCA,hindi film waqt (amitabh ane akshay kumar starrr) ni copy,negative
Ugy3fapZF8-rpIrDw5t4AaABAg,FCrw1xK3Ue8,Maaf karjo pan aa Film sehj pan intersting nathi. Bahu j slow movie che.,negative
UgzF0j8juvqQzRO0OEF4AaABAg,FCrw1xK3Ue8,Pakku karjo spoiler vado video,neutral
UgwQ3ETbIDuzC9wctmR4AaABAg,FCrw1xK3Ue8,❤,not_gujlish
UgwyC-EnriLsNFYGYNt4AaABAg,FCrw1xK3Ue8,Sir honestly kehjo tamne nathi gami ne ?,negative
UgyVR1f2ZwqvfaLPCV94AaABAg,FCrw1xK3Ue8,nice video,not_gujlish
UgxF-ZjXSHLSkX4BMad4AaABAg,FCrw1xK3Ue8,Thank you for your feedback 🎉,not_gujlish
UgzhMAxAuq1KBTzDwTR4AaABAg,FCrw1xK3Ue8,🎉🎉🎉🎉🎉,not_gujlish
UgwMLqmdSvbGMcFgQPp4AaABAg,EysKGg_ydDI,Bakvas movie Ame  joee Lidhi movie,negative
UgzhzFXVAWOk6PKe3OZ4AaABAg,EysKGg_ydDI,Movie Ma kharab Bhasa Bolva ma Aavi chhe nana balkone mate LAKHOTA  shabd Vapryo chhe,negative
Ugw4SORqUURfCNPeswF4AaABAg,EysKGg_ydDI,"Story , screenplay acting direction bov j bekar hati suy gayoto movie joy ne ....gani 6 var hasyo...ek dam magaz vagar ni movie hati ...logic kai che...rixa lai ne bhagaya che helicopter ma nathi bhagaya to pakdai na jai...bank vala ma pn magaz nathi...me pn gana badha loko ne hata bov ocha loko hasta hata..",negative
UgxzkOgmkyHOmcyuX_p4AaABAg,EysKGg_ydDI,Ott update?,not_gujlish
Ugy-G4hy3ifzd77ZL-V4AaABAg,EysKGg_ydDI,Su bachi gaya koyi Dar nato. tu kya feke che. Filam to chalvani hathi. Filam bajet 10 cr che bhai khali tara jeva ne 1 hajar aapya che to Bija ketala hase,negative
UgxHCWwrDjzArqGhGpl4AaABAg,EysKGg_ydDI,Post starma,not_gujlish
UgyyU5LPISROk79Q9oJ4AaABAg,EysKGg_ydDI,Vikram no.1.best,not_gujlish
Ugx_UnajJb0Fqb2p5Q94AaABAg,EysKGg_ydDI,Jagat movie and bhram movie ott par kyare aavse?,neutral
Ugzg7zUJp5QnSyLsOm94AaABAg,EysKGg_ydDI,Khota Vakhan na karso tame aa movi na thik che Gamdama but paheri ne loot karva jay che te yogy lage che Director ne pan khabar ne pan jaan nathi ke village ma ledish but vagere nathi pahera ta abhan che to pan samje che Etle aa badhu Review ma tame khota cho Ena karta pramnik Ta video karo khoti vaah vaah na karso tame End Saru nathi Etale vadhare padtu Saru na bolso je Sachu hoy Te bolo,negative
Ugy1SGmyVGEYjV3MInB4AaABAg,EysKGg_ydDI,"Sir, I’m genuinely disappointed this time. The film is just average — it depends entirely on marketing magic rather than offering a real cinematic experience. Honestly, Thamma was far better than this mindless and pointless film.

Yash sir is undoubtedly a talented actor, but if he truly wants to grow into a great artist, he should consider distancing himself from these producers who are simply cashing in on his name. In this movie, his dialogues sounded exaggerated and overconfident, which made the character feel unnatural and forced.

The storyline lacked any solid foundation or logic. Why is a teacher suddenly taking such actions in a random village, and why do the villagers agree so easily? The mall scene — where Yash’s character takes someone’s baby without reason — was completely absurd. The dialogues were illogical, and none of the female characters stood out; perhaps they were overshadowed by Yash’s over-the-top portrayal.

Overall, this film is built on pointless writing and direction with zero logic or emotional depth. It’s hard to believe it was made by Jay Bodas, the same filmmaker who gave us Fakt Mahilao Maate, a genuinely good film. Sadly, it feels like many are now prioritizing money over meaningful storytelling.

Producers like Vaishal Shah are, in fact, more harmful to the Gujarati film industry than others — because he has the power and resources to create truly great cinema, yet he chooses to settle for making mediocre, mindless films that survive purely on marketing gimmicks. It’s disappointing to see such potential wasted.

I now have even greater respect for filmmakers like KD, Abhishek Shah, and Manish Saini — they stay true to their craft and consistently bring something fresh and thoughtful to the audience.

As for Vaishal Shah’s claim of making a ₹100 crore Gujarati film — with this kind of substandard work, that seems impossible. And I must say, I’m also disappointed with the reviewers; this film is, at best, moderately entertaining and deserves no more than 2 to 2.5 stars.",not_gujlish
UgxAe379EAQJuy4g8YV4AaABAg,EysKGg_ydDI,Sir aa film ni budget ketlu che ???,neutral
UgyeoqixvyWItJM2Y794AaABAg,EysKGg_ydDI,❤,not_gujlish
UgzsxtJheUdwbCrl3r94AaABAg,EysKGg_ydDI,Kya theatre ma jaav tame,neutral
Ugzpe58muLsrNrbgYyF4AaABAg,EysKGg_ydDI,Bhai Show bandh 6 ano video banavo replay pan deta nahi Diya cinema Anand Chek kari reply karajo,neutral
Ugzpa9mv4qGt5XeoD3d4AaABAg,EysKGg_ydDI,"Where is kd in movie ( I unable to find,) please u tell",not_gujlish
Ugytmc4de_qgZth6jGJ4AaABAg,EysKGg_ydDI,Bhai show bandh 6 vikram thakor nu film chalave 6 all screen par maare dhakko thayo Aanand Cinema ma,negative
UgxJqat2fFbhLQUjTfF4AaABAg,EysKGg_ydDI,"Best movie, tight screenplay, best editing, no boring scenes, best acting, Best direction l, overall like  a south movie touch. No any bakvas. Full enjoyment..paisa vasool movie...",not_gujlish
Ugz0zylbudhUPYnxAfJ4AaABAg,EysKGg_ydDI,Very nice movie....Diwali par gujarati movie and pachhu yash soni nu ..... superb,positive
UgwPoWmzs911JDjLaVF4AaABAg,EysKGg_ydDI,Bogus movies,negative
Ugy8FebtR29fPXqqjgN4AaABAg,EysKGg_ydDI,Jay Mataji karta sari chhe evu ek Jan e kidhu hatu,neutral
Ugw3z5tMwS6VahTTikV4AaABAg,EysKGg_ydDI,Super bro video,positive
UgwP42iojVPwrcLPL0d4AaABAg,EysKGg_ydDI,"Bhai vash level 2 Netflix par release thai gayi chhe, in my opinion it's a proud moment for us because vash level 2 is the 1st gujarati movie on Netflix but I have a question, makers to kehta hata ke OTT release nai thai??",positive
UgyOhrJXWybHywCMX3J4AaABAg,EysKGg_ydDI,Komal Nahata a 1st time aa Gujarati movie no review karo😂 shocking 🤷‍♂️,neutral
UgxZ88hWCNXpcPlPu-p4AaABAg,EysKGg_ydDI,🎉 Nice Review 🎉,positive
UgzsGdDTQFaoOIJkHRt4AaABAg,EysKGg_ydDI,Chalu karo vah vah karvanu,positive
UgzRupafxAhy835ZvEh4AaABAg,EysKGg_ydDI,Amare pan have jova javu chhe 😅,positive
UgzsZrROZv8Gv-OF5xh4AaABAg,EysKGg_ydDI,Aa film ma comedy sari che ane darek charector ne purti rite batava ma aaviyu che ane khass film jevi chalu thay em bhagti jaay che jaldi jaldi involve kari nakhe che film ena ma mane morning ma film jovi hati pan ticket na mali to night show jovo padyo,positive
UgzMU8I9gNbB9KITzpd4AaABAg,EysKGg_ydDI,Jova to javanij.......,positive
UgwiizaM1g6CKE_yeMl4AaABAg,EysKGg_ydDI,"aa chutiyu che Vikram thakor ne target karine view vadhare 
Tara joya che main videos tara char jana nu groop che garv thi vipul ne e badha tu loda review chodi de tu khali cinema print joi ne review karva bese che tu gujarat ma reto nathi to te movie joi khari vikram thakor ni to pachi joi ne aav beta pachi review kar je chodu na banayis loko ne baki tane bov moku padse",negative
UgzU-OJ1drPHayZMS554AaABAg,EysKGg_ydDI,❤,not_gujlish
Ugyywt5cMIo0ENlpkFN4AaABAg,EysKGg_ydDI,Very nice review,not_gujlish
UgxkehrehzsEXrPz2wl4AaABAg,EysKGg_ydDI,Visangar ma to vikarm thakor ni film chale se bhai 🎉🎉,positive
UgyGmzpKr5eH6b4MMF14AaABAg,udwW5O5CMBI,Unique super movie 👏🏻👏🏻🔥,positive
UgxuDUSvaacP3z0GV5R4AaABAg,udwW5O5CMBI,Thank you sir tame aa  revwu aapyu ej amara mate bahu vat se 🎉❤❤,positive
Ugw6qzDqk3wwkQmihyZ4AaABAg,udwW5O5CMBI,Amari baju to screen j nathi aapi😢😢,negative
UgxzlV8of8yPUkHQP2N4AaABAg,udwW5O5CMBI,Ek dum bakvas movie che,negative
Ugyvn-DZtY_Bw9LRL0R4AaABAg,udwW5O5CMBI,गोधरा नहीं दाहोद में सूटिंगहुआ हैं ओर डायरेक्टर भी दाहोद से बिलॉन्ग करते हैं,not_gujlish
UgzPe9ZoKOWKd2aNXP54AaABAg,udwW5O5CMBI,Stet of ramdhani super hit muvi,not_gujlish
Ugzznxy5bORsKYd1nbh4AaABAg,udwW5O5CMBI,"ખોટી vaat છે Lalo movie ma koi mega start nata toy chali gai ..
ગુજરાતી મૂવી મેકર કાંઇક અલગ બનાવે તો ચાલે ને 😊😊",not_gujlish
Ugzeho6aSrUrFj8W__V4AaABAg,udwW5O5CMBI,❤,not_gujlish
UgyNTfwjr-RioHVuO954AaABAg,udwW5O5CMBI,Unique movie 🎥,not_gujlish
UgxcJx8WvVjcpFkK2Uh4AaABAg,udwW5O5CMBI,❤,not_gujlish
Ugx8REM-w2qsEdyx8y94AaABAg,OOZQBFf2UK4,Silent Superstar Alok Thaker ni panipuri avi rahyi che so versatile actor sir,positive
Ugw608Xj5wnXRlZgdO54AaABAg,OOZQBFf2UK4,Comment karvanu nahi bhuliye 😊,positive
UgxGBYnF36IyDh5ikTl4AaABAg,jxKJf_nVkmU,👍,not_gujlish
UgywCwRbRs8_OVM-72l4AaABAg,jxKJf_nVkmU,🎉🎉,not_gujlish
UgxtFh0NDSgRWrZQf_J4AaABAg,jxKJf_nVkmU,👌👌👌,not_gujlish
UgwlU7dV7Dvk9EZ8od14AaABAg,BMxpWLTDJMw,"True 👍 ✔️ yes I agree with you , details apvi joie and yes jhanvi acting khub saras che Danish also done good",positive
Ugw8j0f_-xELHbuoaK54AaABAg,BMxpWLTDJMw,Where winds meet and delta force,not_gujlish
UgyhWumRSBS8AvWxgQl4AaABAg,BMxpWLTDJMw,Thanks to hu nathi jati jova😂😂,positive
UgwjHLeFHdT1VKqMOAp4AaABAg,BMxpWLTDJMw,thanx paisa bachi gaya 🎉🎉,positive
UgyNC1Vi2OkigSMHa994AaABAg,BMxpWLTDJMw,ટ્રેલર joi ne જોવાનું man no thyu,not_gujlish
UgxFk_jN--giK_9PHCp4AaABAg,PgB-guws_hE,Karela story 2 😭,not_gujlish
UgzgHJWcjyy9sB1P0cF4AaABAg,PgB-guws_hE,aa film sari se hu bov ochi movie jov chu mane sari lagi,positive
Ugz-AH7TIwFUIpQWkoN4AaABAg,PgB-guws_hE,Kitna jahel log hai salo ne kitna jaher felava na stnat rame se,not_gujlish
UgzEWzUIPura1tJz_-J4AaABAg,PgB-guws_hE,Ekdum mast movie se 👍,positive
UgxeNSnZsSvuTlhEced4AaABAg,PgB-guws_hE,Super movie,positive
Ugy6ip8CwP2Tf_Bj4rp4AaABAg,PgB-guws_hE,"Khub j mast movie se.
Reality batavvama aavi se.
Film jarur jojo",positive
Ugyh4rmoUzN3MlgPSUl4AaABAg,PgB-guws_hE,"Love jehad.... Aavu kai che j nahi.... 
Aa  BJP  &  godimedia no  khel che.. 😂",negative
UgyRYBkS3bxdXdPUbmN4AaABAg,PgB-guws_hE,Pan muslim vagar india nu Raj niti adhuru,neutral
UgwtuqfaGCMmof48qc54AaABAg,PgB-guws_hE,Show kya hoi j chhe. Ghana city ma. To aavi ne chalyu jase movie kone khabar kyare aavyu ne kyare gyu.,negative
UgwVC-lv69gi_GKYZW54AaABAg,KLVOemDHWSg,Film maa pan dam nathi..,negative
Ugxo9PX470yt1AdDkn14AaABAg,KLVOemDHWSg,Kadaknath movie thi kai problem se kem review nahi karta,negative
UgxL8pzU9MLN4ttO02p4AaABAg,KLVOemDHWSg,"Karna johar a paisa nathi rokya.. ene kadach paisa lidha hase.. Because Gujarati filmo a to distribution mate pn Rs. aapva pade chhe !!
Dharma is JUST the presenter of the film having responsibility of marketing, publicity, distribution support, etc.

Emnu name use thayu chhe marketing mate just because it's a big name. 

Same example - Tamburo film varsho pehla aavi hati jene Rohit Shetty a present Kari hati.",neutral
UgyZVIseNaR9G0u4Vk14AaABAg,KLVOemDHWSg,🎉,not_gujlish
UgzJMGIq5bVSlrSeky14AaABAg,KLVOemDHWSg,Movie to saru j che bhai & ketla pappa ne chokra o ni real life sathe aavu thatu hase,positive
UgzNqpHQUstbVsoL--V4AaABAg,KLVOemDHWSg,Sache j khusbu ice cream hatu sponsor tamara video nu😮😮,neutral
UgyN4FmAfDV9v3_Q93R4AaABAg,KLVOemDHWSg,"Tamaro review ek dam perfect chhe bhai.
Bakwas movie chhe. Total waste of time. Siddharth sir ni fan hu pan chhu. Pan aa moview bau bekaar ane vahiyaat chhe. Topic saro chhe pan ene present evi rite karyo chhe k em thay kyare pate ne ahi thi bahar jaie. 
Hve writer kon chhe e check kari ne movie jovi padse🫣",positive
UgzWwbrVxg9Ku6snIvB4AaABAg,KLVOemDHWSg,Kadaknayh review,neutral
UgxvmuoatyGuitTbnlF4AaABAg,KLVOemDHWSg,cinevood mathi download kari ne,neutral
UgzfYUob_ASS2pBKzlR4AaABAg,KLVOemDHWSg,"Thank you 🙏🙏🙏 
આભાર 🙏🙏🙏",not_gujlish
Ugzhu1_VPz1hPzK5_L14AaABAg,1DT1cvEo3N0,Bhai tara mara java mafatya vadhi gya film utrij jay ne,negative
UgzVudSg_FRk8MuMW294AaABAg,1DT1cvEo3N0,Badhuj gambhir che,neutral
UgwrdKqhXt6xhE8HfBl4AaABAg,vDXkdal4UmQ,FILMMUVEHDOK,not_gujlish
UgzPBN1R4kZ2sgLmwKR4AaABAg,vDXkdal4UmQ,"This is the peak level of gujarati content.❤❤
love this web series.❤❤",not_gujlish
UgwnRLjdjhgSqWowOfR4AaABAg,vDXkdal4UmQ,"Sara ali khan, Akshay kumar, Dhanush....Atarangi re movie no concept,  but sari acting kari che ! Kaik unique storyline hot to vadhare saru hot...",neutral
Ugy53cQLbjTtRzUuKfV4AaABAg,vDXkdal4UmQ,"This one I just watched gave me goosebumps. After the wrong side Raju this one gave me thrills. The entire caste, background score and everything else is pitch perfect. Mitra Gadhavi is also good in Naan khatai.",not_gujlish
UgxuED4cV4ZBI4VM8Cl4AaABAg,vDXkdal4UmQ,Filmmuveeokhd,not_gujlish
Ugx7WE_lqnxhBhVPFoJ4AaABAg,vDXkdal4UmQ,Jordar 😂,positive
Ugxi7MuZ0lTSehPw1G14AaABAg,vDXkdal4UmQ,Vikram thakor nu song chhe aama,neutral
UgwixE6Psi6CDx1HrEl4AaABAg,vDXkdal4UmQ,"Sonau , tane mara par bharosa nai k??😅",neutral
Ugy_9-R_ObqpXcS1N6t4AaABAg,vDXkdal4UmQ,Superbb🎉,positive
Ugy6r-3802qgodyjYYp4AaABAg,vDXkdal4UmQ,Link moklo ne,neutral
Ugym3puds1rcAxwPKTl4AaABAg,vDXkdal4UmQ,Gujarati films day by day 👍🏻,not_gujlish
UgxYxjYgXCUB0G0eWTl4AaABAg,vDXkdal4UmQ,Nava actors ni bou jarurat che. Ek ne ek actors badhi movies ma aave che. Sometimes it is frustrating.,negative
UgxBilxGxtbnBqFhVUN4AaABAg,vDXkdal4UmQ,Already Iccha Nahi Lagan Ni Aavu Joine Saav Mari Gai Iccha 🥲😭,neutral
UgxctLOwflOt7wKUqPh4AaABAg,vDXkdal4UmQ,"Bestttt series ever, you must have to watch once❤",positive
UgxoQZOYKuVUggVIGL94AaABAg,vDXkdal4UmQ,Jordar laya bapu,positive
Ugyqs7h0l-oEu5F1LRp4AaABAg,vDXkdal4UmQ,Laya ho bapu jordar ... ❤❤,positive
UgxfvftgJ4WJbI6CuBl4AaABAg,vDXkdal4UmQ,Ha gadhvi,positive
UgxuUTheF214z6wYmYx4AaABAg,vDXkdal4UmQ,It's amazing new things in Gujarati films,not_gujlish
UgwJlwaNXluSAZJNYsd4AaABAg,vDXkdal4UmQ,👌,not_gujlish
UgyMllV9rZKjxez3wZ94AaABAg,vDXkdal4UmQ,Mare nathi karvu aani bhegoo🌚🌝👽,neutral
UgyebYcYzLQuY4imJY94AaABAg,vDXkdal4UmQ,mast @ettonightin lol,not_gujlish
Ugxl4Sc7_UBN-Q5vyMJ4AaABAg,vDXkdal4UmQ,Filmmueeok,not_gujlish
UgxQ1VVS6nJjOzDjLKx4AaABAg,vDXkdal4UmQ,Vfiuveeok,not_gujlish
UgxjM-k8g29oolu8llN4AaABAg,vDXkdal4UmQ,Mitra yar kharekhar jordar ho Mitra. Ane Esha yar su kahu tamara performance nu. ❤❤❤  Just loved it.,positive
Ugxca91xUSzmg8LATst4AaABAg,vDXkdal4UmQ,"Mitra Gadhvi started with comedy.. but in last few years e Suspense, thriller ma bahu jamyo chhe!! Keep it up such excellent work!",not_gujlish
UgyG7Ed3rryXmclXr8d4AaABAg,vDXkdal4UmQ,ગુજરાતી movies malyalam movies jevi 100 varshe bhi nahi thaay. malyalam movies jovo ek thi ek kevi movies banave chhe,negative
UgzZJmfB2-MFJrMD0xl4AaABAg,vDXkdal4UmQ,Something new from gujju industry... Vey good,not_gujlish
UgwcklhYlzHwHZc4iz54AaABAg,vDXkdal4UmQ,Missing movie nu Kai karo,neutral
Ugx5Dx2bbx2JdXt7RSx4AaABAg,vDXkdal4UmQ,When secon part come of hun iqbal movie,not_gujlish
Ugzf-Xzj6ZIWeFCGzqp4AaABAg,vDXkdal4UmQ,"The trailer for Kajodu features several intense and meaningful dialogues that set up the mysterious plot. Here are some of the key lines in Gujarati:

The Marriage Proposal: The broker talks about the deal, saying, ""કાંઈ પૂછવાની જરૂર નથી, સીધા લગન"" (0:55) — No need to ask anything, direct marriage.
The Suspicion: The groom expresses his growing doubt, asking, ""તને મારી ઉપર વિશ્વાસ છે કે નહીં?"" (1:29) — Do you have faith in me or not?
The Missing Person: The desperate search for the bride is highlighted when he asks, ""સાહેબ મારી ઘરવાળી ક્યાં વહી ગઈ છે?"" (1:47) — Sir, where has my wife gone?
The Mystery: There is a tense moment where he reflects on his situation, stating, ""દુનિયાને પૂછી લીધું પણ મારા મનમાં..."" (2:08) — I asked the world, but in my mind... (referring to the confusion about his wife's disappearance).

These dialogues capture the transition from a desperate man seeking a quick marriage to someone caught in a web of deceit and mystery.'કાજોડુ'ના ટ્રેલરમાં ઘણા તીવ્ર અને અર્થપૂર્ણ સંવાદો છે જે રહસ્યમય પ્લોટને સ્થાપિત કરે છે. અહીં ગુજરાતીમાં કેટલીક મુખ્ય પંક્તિઓ છે:

લગ્ન પ્રસ્તાવ: દલાલ વાત કરે છે",not_gujlish
UgwQbS0y4Z_E9Fa_AP14AaABAg,vDXkdal4UmQ,Kaik hatke laviya ho..,positive
UgwQsDVtKyDtOz2eLGB4AaABAg,vDXkdal4UmQ,Superb,not_gujlish
UgxLMYTrX6FADa61JeB4AaABAg,vDXkdal4UmQ,Hope this movie does not dissapoint,not_gujlish
Ugw5769Qg_bBPNtaICV4AaABAg,vDXkdal4UmQ,Aaji vakhat kai navu laya che gujrati movie vada,positive
Ugy-hBWg-8CKhB-unsB4AaABAg,vDXkdal4UmQ,Exited for this one 70Mm to Ott 💪💪💥💥💣,not_gujlish
UgziwHB5mKp-9UAQihl4AaABAg,vDXkdal4UmQ,Aa to theatre ma release karva jvu movie che,positive
Ugxon4ZYpkZu3rHSIO14AaABAg,vDXkdal4UmQ,"superbbbbbbbb , something new thissss timeeeee",not_gujlish
UgzOGPH0nVW1D_Z6qiR4AaABAg,vDXkdal4UmQ,Jovu j  padse bhai ...,positive
Ugxn3oQiCMYXL0OzB0V4AaABAg,vDXkdal4UmQ,Ashram ni inspired??,not_gujlish
UgycNErS93q6ABzYefp4AaABAg,vDXkdal4UmQ,❤❤❤❤❤,not_gujlish
UgxwaY4okg7GUSIJQnl4AaABAg,vDXkdal4UmQ,Amazing Trailer. waiting for the Show,not_gujlish
UgylOg4faG1GjsHNpsN4AaABAg,vDXkdal4UmQ,https://youtu.be/DQb9DSdm66A?si=aTU6T31FQAarzK2v,not_gujlish
UgwTLfoLrdw8YFn7ApZ4AaABAg,vDXkdal4UmQ,❤,not_gujlish
UgyU0yhgmH2v7T8XGT94AaABAg,vDXkdal4UmQ,"chello diwas has created an entire lot of star, long way from mitra from chello diwas to such movie, all the best",not_gujlish
Ugw1uT42WZHkw6-TRbZ4AaABAg,vDXkdal4UmQ,❤,not_gujlish
UgwBrbJfeHmWNONCxaJ4AaABAg,vDXkdal4UmQ,"Laya ho baki, ek number 👌🏻",positive
Ugx9Lz7ckMLFkOeYs954AaABAg,vDXkdal4UmQ,Haseen dilruba ni remake lage che !!!,neutral
UgwJsFzqbubKYXOoMr94AaABAg,vDXkdal4UmQ,"Gone Girl ni sathe 2-3 movies nu mixture chhe, pan starcast evi chhe ke jovani maja aai jase.",positive
UgwaqE65-C-foQchlhh4AaABAg,vDXkdal4UmQ,Bhavesh Nam J Mdyu tmne 🤣🤣🤣,neutral
UgznfQ1prrr1IXdVwQp4AaABAg,vDXkdal4UmQ,GAZAB ❤,positive
UgzfS74nBMP7DR-eOHF4AaABAg,vDXkdal4UmQ,Ek naber hoo,positive
UgwV8usxM4G4ouOz2QR4AaABAg,vDXkdal4UmQ,Gajab trailer baki!! Series pn gajab j hase.🤩,positive
UgyfAI0QRJwuMSdfCgV4AaABAg,vDXkdal4UmQ,This level only expected from V3 🎉,not_gujlish
UgyC2msbKdFUrVfaF9h4AaABAg,vDXkdal4UmQ,Laya Baki 😂😂,positive
UgzgWUwqFp9dJlM5HJd4AaABAg,vDXkdal4UmQ,Feels Great.... Jordaar,positive
UgzGFZVwkx1ZtQCm6r54AaABAg,vDXkdal4UmQ,wow new kind of story...,positive
UgxryuBRpRpeJ0UknIF4AaABAg,vDXkdal4UmQ,Bhai hu ikbal no 2 bhag lavo,neutral
Ugw5YWFBN2kaJyzFmzF4AaABAg,vDXkdal4UmQ,Looks impressive,not_gujlish
UgylDN0VIsNSjwUCTy94AaABAg,vDXkdal4UmQ,Nice and new story🎉,not_gujlish
UgyM4ameosqcuk_xWO14AaABAg,vDXkdal4UmQ,Excellent,not_gujlish
UgwMs43iCU-rthP8dMx4AaABAg,vDXkdal4UmQ,Mohil bhai 🎉,not_gujlish
Ugyph6ZtCaSw2EyLByh4AaABAg,vDXkdal4UmQ,"Interesting, the trailer cut was amazing I was looking forward to watching this movie on the first day premiere 🎉❤",neutral
UgyvcTcultKiPeLEpwB4AaABAg,vDXkdal4UmQ,❤,not_gujlish
UgxrqpiiuJLHTpjvBJx4AaABAg,vDXkdal4UmQ,gujju GONE GIRL!!,not_gujlish
Ugwo-iTfrTGDzJXI2G14AaABAg,vDXkdal4UmQ,Something new after long time,not_gujlish
