comment_id,video_id,text,like_count,published_at
Ugx7XO1POD4lTU8psiJ4AaABAg,QzAdQlBBosE,😅😅😅😅😅😅,0,2026-07-24T08:52:09Z
UgwVQc8PHot_uyIKIvB4AaABAg,QzAdQlBBosE,"ભાઈ,
ગુજરાતી ફિલ્મના ઘણા બધા ડાયરેક્ટરો ને ડાયરેક્શનનો ડી પણ નથી આવડતો,
તે છતાં પોતાને ડાયરેક્ટર કહે છે.
આ લોકોનું એકજ ધ્યેય હોય છે,
કે નિર્માતા નામનો બકરો મળી જાય એટલે એને જેટલો કાપી શકાય એટલો કાપી નાખવાનો,
અને પોતાના ખિસ્સા જેટલા ભરાય એટલા ભરી લેવાના.
જે ખરેખરા ડાયરેક્ટરો છે,
એ લોકોનું પણ નામ આ લોકોના લીધે ખરાબ થાય છે.
આ કહેવાતા ડાયરેક્ટરોનું એકજ મંત્ર છે,
નિર્માતા નામનો બકરો મળ્યો,
એટલે કહી દેવાનું,
આવ તારું કરી નાખું.",4,2026-07-24T07:59:17Z
UgwjxBXnbELMhhag62V4AaABAg,QzAdQlBBosE,"How they write a film😂.. Jo bhai gadi udshe ne dhadam karti padshe. Ane hero aaveshe.. Badha udi jashe..
Badha WOOOOOOOWWW..",1,2026-07-24T06:36:42Z
UgygcFaL53bKFcEM8xJ4AaABAg,QzAdQlBBosE,State of rama dhani,0,2026-07-24T06:18:03Z
Ugze0LZh9BiacFg1yBJ4AaABAg,QzAdQlBBosE,Swimwear not good if show more w it will be  black buster,0,2026-07-24T05:42:08Z
UgyCvDBcqXjHmxQZbDd4AaABAg,QzAdQlBBosE,😂😂😂😂😂😂 shaatir che badhaj,0,2026-07-24T05:19:29Z
UgyGzQ1TIg5Od5v0O4V4AaABAg,QzAdQlBBosE,તો આવી ફિલ્મો બંધ થશે,1,2026-07-24T04:38:29Z
UgzVAER_pXibrAPT5Op4AaABAg,QzAdQlBBosE,આભાર 🙏,0,2026-07-24T04:29:14Z
Ugx1G8Q8wQI9FK839Yd4AaABAg,_1amtHQegCA,બહુ સરસ ફિલ્મ છે,1,2026-06-23T08:14:51Z
UgzFRokJQkwUPpykyEt4AaABAg,_1amtHQegCA,Saras film che maja aavi 👌👌👌👌👌,0,2026-06-21T11:34:02Z
UgxSUIWJHAiswbpW8Kt4AaABAg,_1amtHQegCA,"સિદ્ધાર્થ રાંદડીયા ની એકટિંગ લગભગ એક સરખી જ હોય છે,અને એના સંવાદો એમના જુના નાટકો માંથી લેવા માં આવેલા હોય છે,સિદ્ધાર્થ રાંદડિયા ની એકટિંગ માં ખાસ નવીન જોવા મળતું નથી.કારણ કે આભાઈ હજી નાટકો માંથી બહાર નીકળતા નથી.",1,2026-06-19T22:28:59Z
UgxK5-Lkpkdwv_6LOxV4AaABAg,_1amtHQegCA,*Siddharth Randeria ni koi film flop nthi 😊*,2,2026-06-19T14:12:23Z
UgzPiSKjmYz8RGTaxgJ4AaABAg,_1amtHQegCA,Bakvas movie che yaar,1,2026-06-19T14:11:42Z
UgykI6WYRcjGJob_WoJ4AaABAg,_1amtHQegCA,Bhai khota review apvana bandh karo yaar industry maff nahi Kare tamne yaar plz,1,2026-06-19T14:11:18Z
UgwNOCryPbahLfFlxRV4AaABAg,_1amtHQegCA,સરસ,0,2026-06-19T13:27:49Z
UgxFkEdB2jjIUKpDSOV4AaABAg,_1amtHQegCA,"સર. 
મારો એક સવાલ છે. આ દારૂ નું દુષણ લગભગ આપણી ગુજરાતી મૂવીસ મા હવે વધારે પડતું ઘુસાડવામાં આવી રહ્યું છે એવુ તમને નથી લાગતું?",1,2026-06-19T12:26:06Z
UgwWLQuN4nz1RepNLv94AaABAg,_1amtHQegCA,hindi film waqt (amitabh ane akshay kumar starrr) ni copy,1,2026-06-19T12:23:50Z
Ugy3fapZF8-rpIrDw5t4AaABAg,FCrw1xK3Ue8,Maaf karjo pan aa Film sehj pan intersting nathi. Bahu j slow movie che.,0,2026-08-07T03:57:16Z
Ugy0UBlfiL09KZlFCRh4AaABAg,FCrw1xK3Ue8,ભાટઈ બંધ કરો. પહેલા દિવસે જ ફિલ્મ ફ્લોપ રહી,0,2026-08-02T10:57:52Z
UgxIIJ07pI6h_4tAyTR4AaABAg,FCrw1xK3Ue8,"ફિલ્મનું BGM સારું છે. કલાકારોએ અભિનયમાં પણ મહેનત કરી છે. કેમેરા વર્ક સુંદર છે પણ વાર્તા ગળે ઉતરતી નથી. ફિલ્મ માં ઘણું બધું અવાસ્તવિક છે જે ખટકે છે. ફિલ્મનો મૂળ વિચાર ફંટાઈ ગયો છે. ખુબ જ ધીમી ફિલ્મ છે. રહી વાત નૅશનલ એવોર્ડની, તો પ્રાદેશિક ફિલ્મોના એવોર્ડમાં ખાસ કરીને ""ઉજ્જડ ગામમાં એરંડો પ્રધાન"" જેવું આ ફિલ્મનું છે. એટલે એવોર્ડ મળવો સ્વાભાવિક છે. આમછતાં, એક ગુજરાતી તરીકે આપણી ફિલ્મને રાષ્ટ્રીય સન્માન મળ્યું એ બદલ નિર્માતાઓને અભિનંદન",0,2026-08-02T05:29:54Z
UgzF0j8juvqQzRO0OEF4AaABAg,FCrw1xK3Ue8,Pakku karjo spoiler vado video,1,2026-08-01T12:47:49Z
UgwQ3ETbIDuzC9wctmR4AaABAg,FCrw1xK3Ue8,❤,1,2026-08-01T12:33:58Z
Ugw0nAZwFXVsVZqFJ854AaABAg,FCrw1xK3Ue8,"Thx...... આપના શબ્દો કિંમતી છે...
ફિલ્મની સારી વાત...સુંદર રીતે રજૂ કરતા રહો..
એવી શુભેચ્છા..
જે ખરાબ લાગે એને જવા દો...
સાહેબ...આ એક પ્રયોગ છે..
ખરાબનો રીવ્યુ જ ન થાય....
સારું..આપના શબ્દોથી પ્રોત્સાહિત કરતા રહો...
આભાર...
પ્રેક્ષકો લિમિટેડ છે..
ખૂબ પૌસ લાગે છે..ફિલ્મમાં...
બસ..એટલું જ...
તમે વડીલ છો..
આવા સુંદર રીવ્યુ...
અન્યોને ઉત્સાહિત કરતા રહેશે..",2,2026-07-30T15:31:48Z
UgwyC-EnriLsNFYGYNt4AaABAg,FCrw1xK3Ue8,Sir honestly kehjo tamne nathi gami ne ?,0,2026-07-30T10:50:04Z
UgyVR1f2ZwqvfaLPCV94AaABAg,FCrw1xK3Ue8,nice video,1,2026-07-30T08:19:51Z
UgxF-ZjXSHLSkX4BMad4AaABAg,FCrw1xK3Ue8,Thank you for your feedback 🎉,4,2026-07-30T07:51:41Z
UgzhMAxAuq1KBTzDwTR4AaABAg,FCrw1xK3Ue8,🎉🎉🎉🎉🎉,2,2026-07-30T06:05:43Z
UgwMLqmdSvbGMcFgQPp4AaABAg,EysKGg_ydDI,Bakvas movie Ame  joee Lidhi movie,0,2025-11-13T18:21:22Z
UgzhzFXVAWOk6PKe3OZ4AaABAg,EysKGg_ydDI,Movie Ma kharab Bhasa Bolva ma Aavi chhe nana balkone mate LAKHOTA  shabd Vapryo chhe,0,2025-11-13T18:19:08Z
Ugw4SORqUURfCNPeswF4AaABAg,EysKGg_ydDI,"Story , screenplay acting direction bov j bekar hati suy gayoto movie joy ne ....gani 6 var hasyo...ek dam magaz vagar ni movie hati ...logic kai che...rixa lai ne bhagaya che helicopter ma nathi bhagaya to pakdai na jai...bank vala ma pn magaz nathi...me pn gana badha loko ne hata bov ocha loko hasta hata..",0,2025-11-08T17:43:53Z
UgxzkOgmkyHOmcyuX_p4AaABAg,EysKGg_ydDI,Ott update?,0,2025-10-29T18:04:13Z
Ugy-G4hy3ifzd77ZL-V4AaABAg,EysKGg_ydDI,Su bachi gaya koyi Dar nato. tu kya feke che. Filam to chalvani hathi. Filam bajet 10 cr che bhai khali tara jeva ne 1 hajar aapya che to Bija ketala hase,0,2025-10-27T02:29:55Z
UgxHCWwrDjzArqGhGpl4AaABAg,EysKGg_ydDI,Post starma,2,2025-10-26T19:25:26Z
UgyyU5LPISROk79Q9oJ4AaABAg,EysKGg_ydDI,Vikram no.1.best,3,2025-10-26T02:45:21Z
Ugx_UnajJb0Fqb2p5Q94AaABAg,EysKGg_ydDI,Jagat movie and bhram movie ott par kyare aavse?,2,2025-10-25T04:43:15Z
UgycsxJkCWMnWKHrotN4AaABAg,EysKGg_ydDI,સાહેબ હજી થોડીક એડિટિંગ માં મેહનત કરી ને … જે જે એક્ટર ના નામ લો ત્યારે તેમના ફોટો (વિઝ્યુઅલ્સ) જરૂર થી મૂકો 😊 મજા આવશે 👍🏻,2,2025-10-24T20:06:18Z
Ugzg7zUJp5QnSyLsOm94AaABAg,EysKGg_ydDI,Khota Vakhan na karso tame aa movi na thik che Gamdama but paheri ne loot karva jay che te yogy lage che Director ne pan khabar ne pan jaan nathi ke village ma ledish but vagere nathi pahera ta abhan che to pan samje che Etle aa badhu Review ma tame khota cho Ena karta pramnik Ta video karo khoti vaah vaah na karso tame End Saru nathi Etale vadhare padtu Saru na bolso je Sachu hoy Te bolo,0,2025-10-24T19:00:59Z
Ugy1SGmyVGEYjV3MInB4AaABAg,EysKGg_ydDI,"Sir, I’m genuinely disappointed this time. The film is just average — it depends entirely on marketing magic rather than offering a real cinematic experience. Honestly, Thamma was far better than this mindless and pointless film.

Yash sir is undoubtedly a talented actor, but if he truly wants to grow into a great artist, he should consider distancing himself from these producers who are simply cashing in on his name. In this movie, his dialogues sounded exaggerated and overconfident, which made the character feel unnatural and forced.

The storyline lacked any solid foundation or logic. Why is a teacher suddenly taking such actions in a random village, and why do the villagers agree so easily? The mall scene — where Yash’s character takes someone’s baby without reason — was completely absurd. The dialogues were illogical, and none of the female characters stood out; perhaps they were overshadowed by Yash’s over-the-top portrayal.

Overall, this film is built on pointless writing and direction with zero logic or emotional depth. It’s hard to believe it was made by Jay Bodas, the same filmmaker who gave us Fakt Mahilao Maate, a genuinely good film. Sadly, it feels like many are now prioritizing money over meaningful storytelling.

Producers like Vaishal Shah are, in fact, more harmful to the Gujarati film industry than others — because he has the power and resources to create truly great cinema, yet he chooses to settle for making mediocre, mindless films that survive purely on marketing gimmicks. It’s disappointing to see such potential wasted.

I now have even greater respect for filmmakers like KD, Abhishek Shah, and Manish Saini — they stay true to their craft and consistently bring something fresh and thoughtful to the audience.

As for Vaishal Shah’s claim of making a ₹100 crore Gujarati film — with this kind of substandard work, that seems impossible. And I must say, I’m also disappointed with the reviewers; this film is, at best, moderately entertaining and deserves no more than 2 to 2.5 stars.",1,2025-10-24T03:44:19Z
UgxGu4iODlBY6cdteV54AaABAg,EysKGg_ydDI,જે હોય એ સાચું કેવાય.કચરો મૂવી છે સાવ,0,2025-10-23T13:03:37Z
UgxAe379EAQJuy4g8YV4AaABAg,EysKGg_ydDI,Sir aa film ni budget ketlu che ???,0,2025-10-23T11:18:30Z
UgyeoqixvyWItJM2Y794AaABAg,EysKGg_ydDI,❤,0,2025-10-23T10:12:41Z
UgzEmU5HkFZExnmkYTt4AaABAg,EysKGg_ydDI,મોટા નેતાના રોલમાં kd Bhai che,1,2025-10-23T09:22:42Z
UgzsxtJheUdwbCrl3r94AaABAg,EysKGg_ydDI,Kya theatre ma jaav tame,0,2025-10-23T01:43:26Z
Ugzpe58muLsrNrbgYyF4AaABAg,EysKGg_ydDI,Bhai Show bandh 6 ano video banavo replay pan deta nahi Diya cinema Anand Chek kari reply karajo,2,2025-10-22T17:34:22Z
Ugzpa9mv4qGt5XeoD3d4AaABAg,EysKGg_ydDI,"Where is kd in movie ( I unable to find,) please u tell",0,2025-10-22T17:04:20Z
Ugytmc4de_qgZth6jGJ4AaABAg,EysKGg_ydDI,Bhai show bandh 6 vikram thakor nu film chalave 6 all screen par maare dhakko thayo Aanand Cinema ma,1,2025-10-22T16:35:59Z
UgxJqat2fFbhLQUjTfF4AaABAg,EysKGg_ydDI,"Best movie, tight screenplay, best editing, no boring scenes, best acting, Best direction l, overall like  a south movie touch. No any bakvas. Full enjoyment..paisa vasool movie...",1,2025-10-22T16:16:46Z
Ugz0zylbudhUPYnxAfJ4AaABAg,EysKGg_ydDI,Very nice movie....Diwali par gujarati movie and pachhu yash soni nu ..... superb,1,2025-10-22T13:28:14Z
UgxafUsZvJ_MTRKsmrR4AaABAg,EysKGg_ydDI,વેબ સિરીઝ ની બકલો ની કરવી જરૂરી હતી,0,2025-10-22T09:20:11Z
UgwPoWmzs911JDjLaVF4AaABAg,EysKGg_ydDI,Bogus movies,2,2025-10-22T07:59:36Z
UgzrppWCMQVeHgfRecJ4AaABAg,EysKGg_ydDI,7 ચણીયામાં 1 અમારી મામી કલ્પનાબેન છારા પણ છે..,1,2025-10-22T06:32:44Z
UgwBveNoMNpCuUUlNDx4AaABAg,EysKGg_ydDI,હિંદી મા બેન્ક ચોર નામ ની મૂવી મા પણ આવી જ સ્ટોરી હતી.,1,2025-10-22T05:40:26Z
Ugy8FebtR29fPXqqjgN4AaABAg,EysKGg_ydDI,Jay Mataji karta sari chhe evu ek Jan e kidhu hatu,1,2025-10-22T04:44:38Z
UgysiLlAzHy-BgsgNKR4AaABAg,EysKGg_ydDI,"ભ
ફોલપ",0,2025-10-22T03:53:38Z
Ugw3z5tMwS6VahTTikV4AaABAg,EysKGg_ydDI,Super bro video,1,2025-10-22T02:21:22Z
UgxXpQhDE1NJfH954wB4AaABAg,EysKGg_ydDI,તમારા લીધે હું પહેલી વાર કોઈ ગુજરાતી ફિલ્મ ઘણા સમય પછી થિયેટર માં જોવા જઈશ ❤❤❤,0,2025-10-22T00:07:23Z
UgwP42iojVPwrcLPL0d4AaABAg,EysKGg_ydDI,"Bhai vash level 2 Netflix par release thai gayi chhe, in my opinion it's a proud moment for us because vash level 2 is the 1st gujarati movie on Netflix but I have a question, makers to kehta hata ke OTT release nai thai??",6,2025-10-21T20:07:47Z
UgyOhrJXWybHywCMX3J4AaABAg,EysKGg_ydDI,Komal Nahata a 1st time aa Gujarati movie no review karo😂 shocking 🤷‍♂️,0,2025-10-21T18:55:11Z
UgwMdVWPRkLIWNXML3h4AaABAg,EysKGg_ydDI,ગુજરાત ના અને મલયાલમ ના યશ નો સીતારો આસમાને ચમકે છે,2,2025-10-21T18:43:33Z
UgxZ88hWCNXpcPlPu-p4AaABAg,EysKGg_ydDI,🎉 Nice Review 🎉,0,2025-10-21T18:13:53Z
UgzsGdDTQFaoOIJkHRt4AaABAg,EysKGg_ydDI,Chalu karo vah vah karvanu,0,2025-10-21T17:23:49Z
UgzRupafxAhy835ZvEh4AaABAg,EysKGg_ydDI,Amare pan have jova javu chhe 😅,0,2025-10-21T17:18:21Z
UgzsZrROZv8Gv-OF5xh4AaABAg,EysKGg_ydDI,Aa film ma comedy sari che ane darek charector ne purti rite batava ma aaviyu che ane khass film jevi chalu thay em bhagti jaay che jaldi jaldi involve kari nakhe che film ena ma mane morning ma film jovi hati pan ticket na mali to night show jovo padyo,2,2025-10-21T16:56:25Z
Ugx_CmUbiti7aMZOkpR4AaABAg,EysKGg_ydDI,કેટલું કલેક્શન થશે એ પણ જણાવજો...,0,2025-10-21T16:36:11Z
UgzMU8I9gNbB9KITzpd4AaABAg,EysKGg_ydDI,Jova to javanij.......,0,2025-10-21T16:09:18Z
UgwiizaM1g6CKE_yeMl4AaABAg,EysKGg_ydDI,"aa chutiyu che Vikram thakor ne target karine view vadhare 
Tara joya che main videos tara char jana nu groop che garv thi vipul ne e badha tu loda review chodi de tu khali cinema print joi ne review karva bese che tu gujarat ma reto nathi to te movie joi khari vikram thakor ni to pachi joi ne aav beta pachi review kar je chodu na banayis loko ne baki tane bov moku padse",0,2025-10-21T15:59:45Z
UgzU-OJ1drPHayZMS554AaABAg,EysKGg_ydDI,❤,0,2025-10-21T15:36:50Z
Ugyywt5cMIo0ENlpkFN4AaABAg,EysKGg_ydDI,Very nice review,2,2025-10-21T15:31:25Z
UgznuimQr_dYCL5DmyF4AaABAg,EysKGg_ydDI,આપણે ગુજરાતી અર્બન અને રુલલ ફર્ક સમઝાતુ નથી શાયદ ગામડા ની વાર્તા રુલલ મા આવે યા આ કલાકાર હોય તો અર્બન અને આ કલાકાર હોય તો રુલલ એવુ નથી ને તમે જેમ આ ફિલ્મ નુ રિવ્યૂ આપો છો તો આમા પણ ગામડા ની વાર્તા છે પણ કલાકાર અર્બન ના છે હું જોઇશ આ ફિલ્મ પછી પણ આના પહેલાં એક ફિલ્મ જોઇ હતી માનસી પારેખ અને રત્ના પાઠક ની નામ યાદ નથી પણ વાર્તા ગામ ની હતી ❓,2,2025-10-21T15:17:43Z
UgxkehrehzsEXrPz2wl4AaABAg,EysKGg_ydDI,Visangar ma to vikarm thakor ni film chale se bhai 🎉🎉,4,2025-10-21T15:13:36Z
UgyYuviZndrpTet5Ivl4AaABAg,EysKGg_ydDI,પોપટ સોંગ ના કારણે બધે જ ચર્ચામાં જોવા મળી રહી છે ચણિયા ટોળી..,6,2025-10-21T15:10:47Z
UgwoobGHDzP6J4ggltV4AaABAg,EysKGg_ydDI,વાહ.. જોરદાર... થૅન્ક યુ.. તમારા રિવ્યૂ ની j રાહ હતી,14,2025-10-21T15:08:58Z
UgyGmzpKr5eH6b4MMF14AaABAg,udwW5O5CMBI,Unique super movie 👏🏻👏🏻🔥,0,2026-07-02T08:13:08Z
UgxuDUSvaacP3z0GV5R4AaABAg,udwW5O5CMBI,Thank you sir tame aa  revwu aapyu ej amara mate bahu vat se 🎉❤❤,1,2026-06-29T15:25:30Z
Ugw6qzDqk3wwkQmihyZ4AaABAg,udwW5O5CMBI,Amari baju to screen j nathi aapi😢😢,0,2026-06-29T04:39:14Z
UgxzlV8of8yPUkHQP2N4AaABAg,udwW5O5CMBI,Ek dum bakvas movie che,2,2026-06-26T19:14:36Z
Ugyvn-DZtY_Bw9LRL0R4AaABAg,udwW5O5CMBI,गोधरा नहीं दाहोद में सूटिंगहुआ हैं ओर डायरेक्टर भी दाहोद से बिलॉन्ग करते हैं,1,2026-06-26T18:51:30Z
UgzPe9ZoKOWKd2aNXP54AaABAg,udwW5O5CMBI,Stet of ramdhani super hit muvi,1,2026-06-26T14:25:24Z
Ugzznxy5bORsKYd1nbh4AaABAg,udwW5O5CMBI,"ખોટી vaat છે Lalo movie ma koi mega start nata toy chali gai ..
ગુજરાતી મૂવી મેકર કાંઇક અલગ બનાવે તો ચાલે ને 😊😊",2,2026-06-26T14:10:11Z
Ugwwvilc7ZtkTCc3YeN4AaABAg,udwW5O5CMBI,સાહેબ તમારા દરેક ગુજરાતી મૂવી રિવ્યૂ મા તમે દરેક ગુજરાતી મૂવી ને અદભૂતજ બતાવી છે. શુ દરેક મૂવી અદભુતજ બને છે? એક બે મૂવી મે પણ જોઈ અદભુત કેવા જેવુ કઈ નોહતુ! નીડર થઇ ને રિવ્યૂ આપો,3,2026-06-26T13:49:11Z
UgxgCoIWQLidzhQtam94AaABAg,udwW5O5CMBI,તમે આવા સમજ દાર માણસ છો વિક્રમ ભાઈ ના ફિલ્મો ના રિવ્યૂ નથી લોકો તો બોલા કરે વિપુલ કાકા તમે રિવ્યૂ ચાલું રાખો વિક્રમ ભાઈ ના વિનંતી કરું છું,3,2026-06-26T13:40:14Z
UgzBRZazzrB_c9L-g6l4AaABAg,udwW5O5CMBI,સરસ વાર્તા છે છે ફિલ્મ ની મે સાંભળી ઘાયલ ને શું થાય છે પૂછું તો ખરા એ વાર્તા જોરદાર છે મને સાંભળવી છે ડિરેક્ટરે,8,2026-06-26T13:36:39Z
Ugy0Mc9L--reibL9Ckx4AaABAg,udwW5O5CMBI,કાલે ફિલ્મ નું મુહૂર્ત થયું ગુરુ પટેલ સર ડિરેક્ટર છે મારે પત્રિકા હતી તે હું ગયો હતો ઘાયલ ને શું થાય છે પૂછો તો ખરા વિક્રમ ભાઈ ની ફિલ્મ છે રક્ષાબંધન માં આવા ની છે રીવ્યુ કરો વિપુલ ભાઈ,2,2026-06-26T13:34:56Z
Ugzeho6aSrUrFj8W__V4AaABAg,udwW5O5CMBI,❤,2,2026-06-26T13:15:54Z
UgyNTfwjr-RioHVuO954AaABAg,udwW5O5CMBI,Unique movie 🎥,3,2026-06-26T12:34:20Z
UgxcJx8WvVjcpFkK2Uh4AaABAg,udwW5O5CMBI,❤,3,2026-06-26T12:12:42Z
UgylL4IwrwfW-9gV0XN4AaABAg,udwW5O5CMBI,સૌથી પહેલો રિવ્યૂ 😫,3,2026-06-26T10:57:48Z
Ugx8REM-w2qsEdyx8y94AaABAg,OOZQBFf2UK4,Silent Superstar Alok Thaker ni panipuri avi rahyi che so versatile actor sir,0,2026-07-10T13:44:00Z
UgyCLi9hmmM10sHi6tp4AaABAg,OOZQBFf2UK4,ટૂંકમાં રંગાની બીક ઓડિયન્સને તો નથી જ લાગતી 😫,1,2026-07-10T13:40:01Z
Ugw608Xj5wnXRlZgdO54AaABAg,OOZQBFf2UK4,Comment karvanu nahi bhuliye 😊,2,2026-07-10T12:51:48Z
UgxGBYnF36IyDh5ikTl4AaABAg,jxKJf_nVkmU,👍,0,2025-09-15T05:36:12Z
UgywCwRbRs8_OVM-72l4AaABAg,jxKJf_nVkmU,🎉🎉,1,2025-09-07T07:29:16Z
UgxtFh0NDSgRWrZQf_J4AaABAg,jxKJf_nVkmU,👌👌👌,1,2025-09-06T15:33:29Z
UgwlU7dV7Dvk9EZ8od14AaABAg,BMxpWLTDJMw,"True 👍 ✔️ yes I agree with you , details apvi joie and yes jhanvi acting khub saras che Danish also done good",0,2026-04-19T05:53:19Z
Ugw8j0f_-xELHbuoaK54AaABAg,BMxpWLTDJMw,Where winds meet and delta force,1,2026-03-06T01:30:33Z
UgyhWumRSBS8AvWxgQl4AaABAg,BMxpWLTDJMw,Thanks to hu nathi jati jova😂😂,1,2026-02-25T14:13:47Z
Ugw_dDEvGnABEufZ7mx4AaABAg,BMxpWLTDJMw,"આવા મૂવી ની જરૂર છે, જો આખો ઊઘડે તો!",1,2026-02-25T03:18:18Z
UgwjHLeFHdT1VKqMOAp4AaABAg,BMxpWLTDJMw,thanx paisa bachi gaya 🎉🎉,0,2026-02-24T19:16:33Z
UgwgwLHg39D455iJKaJ4AaABAg,BMxpWLTDJMw,આભાર 🙏,0,2026-02-24T04:33:05Z
Ugzm-AMQlVvROrnDESN4AaABAg,BMxpWLTDJMw,કબૂતર વારી વાત સાવ સાચી હો. 😅😅મારે તો કહેવાની જ રહી ગઈ 🤦,3,2026-02-24T04:27:50Z
UgyNC1Vi2OkigSMHa994AaABAg,BMxpWLTDJMw,ટ્રેલર joi ne જોવાનું man no thyu,0,2026-02-24T04:04:24Z
UgxFk_jN--giK_9PHCp4AaABAg,PgB-guws_hE,Karela story 2 😭,1,2026-03-05T19:23:56Z
UgyaO3TGPsoyt5jpYt14AaABAg,PgB-guws_hE,અત્યારની હિન્દુ છોકરીઓ કે  સમજતી નથી દરેક વસ્તુ મુસ્લિમ યુવકો પાસે ખરીદવા જાય છે,0,2026-03-05T08:03:17Z
UgzgHJWcjyy9sB1P0cF4AaABAg,PgB-guws_hE,aa film sari se hu bov ochi movie jov chu mane sari lagi,1,2026-03-04T07:17:45Z
Ugz-AH7TIwFUIpQWkoN4AaABAg,PgB-guws_hE,Kitna jahel log hai salo ne kitna jaher felava na stnat rame se,0,2026-02-27T10:30:09Z
UgzEWzUIPura1tJz_-J4AaABAg,PgB-guws_hE,Ekdum mast movie se 👍,1,2026-02-26T18:24:47Z
UgxeNSnZsSvuTlhEced4AaABAg,PgB-guws_hE,Super movie,1,2026-02-22T11:11:33Z
Ugy6ip8CwP2Tf_Bj4rp4AaABAg,PgB-guws_hE,"Khub j mast movie se.
Reality batavvama aavi se.
Film jarur jojo",1,2026-02-21T18:58:43Z
Ugyh4rmoUzN3MlgPSUl4AaABAg,PgB-guws_hE,"Love jehad.... Aavu kai che j nahi.... 
Aa  BJP  &  godimedia no  khel che.. 😂",0,2026-02-21T15:10:20Z
UgyRYBkS3bxdXdPUbmN4AaABAg,PgB-guws_hE,Pan muslim vagar india nu Raj niti adhuru,0,2026-02-21T10:17:49Z
UgwtuqfaGCMmof48qc54AaABAg,PgB-guws_hE,Show kya hoi j chhe. Ghana city ma. To aavi ne chalyu jase movie kone khabar kyare aavyu ne kyare gyu.,1,2026-02-21T07:12:27Z
UgwVC-lv69gi_GKYZW54AaABAg,KLVOemDHWSg,Film maa pan dam nathi..,0,2026-07-15T11:45:44Z
Ugxo9PX470yt1AdDkn14AaABAg,KLVOemDHWSg,Kadaknath movie thi kai problem se kem review nahi karta,0,2026-06-26T15:02:39Z
UgxL8pzU9MLN4ttO02p4AaABAg,KLVOemDHWSg,"Karna johar a paisa nathi rokya.. ene kadach paisa lidha hase.. Because Gujarati filmo a to distribution mate pn Rs. aapva pade chhe !!
Dharma is JUST the presenter of the film having responsibility of marketing, publicity, distribution support, etc.

Emnu name use thayu chhe marketing mate just because it's a big name. 

Same example - Tamburo film varsho pehla aavi hati jene Rohit Shetty a present Kari hati.",1,2026-06-24T13:42:46Z
UgzfvtMuFWNnzn-6sGx4AaABAg,KLVOemDHWSg,"Perfect Review Boss Really મેં ગઈકાલે જ આ ફિલ્મ જોઈ. સિદ્ધાર્થભાઈની અત્યાર સુધી મેં જોયેલી ફિલ્મોમાંથી આ મને સૌથી ઓછી ગમેલી ફિલ્મ લાગી. ફર્સ્ટ હાફમાં એવું લાગે છે કે આખી ફિલ્મ માત્ર ખુશ્બુ આઈસ્ક્રીમના પ્રમોશન માટે બનાવવામાં આવી હોય. સ્ટોરી ખૂબ ધીમી ગતિએ આગળ વધે છે અને સાચી ફિલ્મ તો જાણે ઇન્ટરવલ પછી જ શરૂ થાય છે.

કોમેડીની અપેક્ષા રાખીને જનાર દર્શકોને ખાસ નિરાશા થઈ શકે છે, કારણ કે ફિલ્મમાં હાસ્યના તત્વો ખૂબ જ ઓછા છે. જો તમે માત્ર કોમેડી માટે આ ફિલ્મ જોવા જવાના હોવ, તો થિયેટરમાં જોવા કરતાં OTT પર આવવાની રાહ જોવી વધુ યોગ્ય રહેશે.",3,2026-06-24T08:04:07Z
UgyZVIseNaR9G0u4Vk14AaABAg,KLVOemDHWSg,🎉,0,2026-06-24T07:29:12Z
UgzJMGIq5bVSlrSeky14AaABAg,KLVOemDHWSg,Movie to saru j che bhai & ketla pappa ne chokra o ni real life sathe aavu thatu hase,0,2026-06-24T04:41:37Z
UgzNqpHQUstbVsoL--V4AaABAg,KLVOemDHWSg,Sache j khusbu ice cream hatu sponsor tamara video nu😮😮,0,2026-06-24T04:04:58Z
UgyN4FmAfDV9v3_Q93R4AaABAg,KLVOemDHWSg,"Tamaro review ek dam perfect chhe bhai.
Bakwas movie chhe. Total waste of time. Siddharth sir ni fan hu pan chhu. Pan aa moview bau bekaar ane vahiyaat chhe. Topic saro chhe pan ene present evi rite karyo chhe k em thay kyare pate ne ahi thi bahar jaie. 
Hve writer kon chhe e check kari ne movie jovi padse🫣",2,2026-06-24T03:27:47Z
UgzWwbrVxg9Ku6snIvB4AaABAg,KLVOemDHWSg,Kadaknayh review,1,2026-06-24T02:50:36Z
Ugy47te0Xa4Mmoqq1hh4AaABAg,KLVOemDHWSg,મસ્ત ભાઈ.. એકદમ raw......,3,2026-06-24T02:41:30Z
Ugxw9InqYs47Nl0yG8x4AaABAg,KLVOemDHWSg,કલેક્શન આપો,0,2026-06-24T01:08:56Z
UgxvmuoatyGuitTbnlF4AaABAg,KLVOemDHWSg,cinevood mathi download kari ne,1,2026-06-23T18:28:55Z
UgwezMjhqbCjgK0-ezl4AaABAg,KLVOemDHWSg,ભાઈ પહેલું ગુજરાતી મૂવી મે અરધું છોડી ને આઈ ગયો એકદમ બોરિંગ અને બેકાર મૂવી અને જેમ તમે કીધું આંખ ભીની થશે મારી તો થઈ ગયા ટિકિટ ના પૈસા બગાડીને,3,2026-06-23T17:32:32Z
